Time (UT),Latitude,Longitude,Course
4/30/2021 4:05,36.7197,-10.9126,35
4/30/2021 4:05,36.7684,-10.8702,35
4/30/2021 4:06,36.8173,-10.8279,35
4/30/2021 4:06,36.8632,-10.7879,35
4/30/2021 4:07,36.9106,-10.7465,35
4/30/2021 4:07,36.958,-10.7052,35
4/30/2021 4:08,37.0028,-10.6659,35
4/30/2021 4:08,37.0468,-10.6274,35
4/30/2021 4:09,37.0905,-10.5891,35
4/30/2021 4:09,37.1344,-10.5504,35
4/30/2021 4:10,37.176,-10.5139,35
4/30/2021 4:10,37.2161,-10.4786,35
4/30/2021 4:11,37.261,-10.4392,35
4/30/2021 4:11,37.3007,-10.404,35
4/30/2021 4:12,37.3443,-10.3655,35
4/30/2021 4:12,37.3869,-10.3274,36
4/30/2021 4:13,37.4295,-10.2898,35
4/30/2021 4:13,37.4711,-10.2528,36
4/30/2021 4:14,37.5124,-10.216,35
4/30/2021 4:14,37.5547,-10.1784,35
4/30/2021 4:15,37.597,-10.1401,37
4/30/2021 4:16,37.6499,-10.0833,42
4/30/2021 4:16,37.6883,-10.0404,42
4/30/2021 4:17,37.7264,-9.9979,42
4/30/2021 4:17,37.7635,-9.9564,42
4/30/2021 4:17,37.789,-9.9274,44
4/30/2021 4:18,37.8078,-9.9012,52
4/30/2021 4:18,37.8456,-9.828,58
4/30/2021 4:19,37.8717,-9.7756,58
4/30/2021 4:19,37.8977,-9.7232,58
4/30/2021 4:20,37.9152,-9.6898,54
4/30/2021 4:20,37.9559,-9.6393,43
4/30/2021 4:21,37.9871,-9.6052,38
4/30/2021 4:21,38.0181,-9.5742,38
4/30/2021 4:22,38.05,-9.5425,38
4/30/2021 4:22,38.0805,-9.5122,36
4/30/2021 4:23,38.0971,-9.5001,26
4/30/2021 4:23,38.1504,-9.4717,23
4/30/2021 4:24,38.1707,-9.4585,34
4/30/2021 4:24,38.1988,-9.4285,41
4/30/2021 4:25,38.2271,-9.3975,41
4/30/2021 4:25,38.2493,-9.3737,35
4/30/2021 4:25,38.2679,-9.3633,19
4/30/2021 4:26,38.2944,-9.3528,17
4/30/2021 4:26,38.3269,-9.3405,17
4/30/2021 4:27,38.3582,-9.3283,17
4/30/2021 4:27,38.3895,-9.3163,17
4/30/2021 4:28,38.4209,-9.3039,17
4/30/2021 4:28,38.4495,-9.2926,17
4/30/2021 4:29,38.4794,-9.2808,18
4/30/2021 4:29,38.5091,-9.2691,17
4/30/2021 4:30,38.5386,-9.2577,17
4/30/2021 4:30,38.5535,-9.2527,11
4/30/2021 4:30,38.5685,-9.2484,17
4/30/2021 4:31,38.5881,-9.2389,22
4/30/2021 4:31,38.6124,-9.2259,23
4/30/2021 4:32,38.6356,-9.2137,23
4/30/2021 4:32,38.6574,-9.2021,23
4/30/2021 4:33,38.6786,-9.1908,22
4/30/2021 4:33,38.6984,-9.1802,24
4/30/2021 4:34,38.7148,-9.1714,22
4/30/2021 4:34,38.7233,-9.167,23
4/30/2021 4:34,38.7331,-9.1618,23
4/30/2021 4:34,38.7425,-9.1568,23
4/30/2021 4:35,38.7534,-9.1509,23
